"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","age_num","na_count"
"Adult","unemployed","married","high.school",NA,"no","no","telephone","may","fri",929,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"yes",60,1
"Jove-Adult","admin.","married","university.degree","no","no","no","telephone","may","mon",744,6,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",39,0
"Jove-Adult","admin.","single","high.school","no","yes","no","cellular","aug","thu",788,3,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",29,0
"Adult","technician","single","professional.course","no","yes","no","telephone","may","fri",722,3,"No","nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",48,1
"Gran","management","divorced","professional.course",NA,"yes","no","cellular","mar","tue",158,2,"No","nonexistent",-1.8,92.843,-50,1.51,5099.1,"yes",80,1
"Jove-Adult","admin.","married","university.degree","no","no","no","telephone","aug","wed",588,3,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",30,0
"Adult","unemployed","married","university.degree","no","yes","no","cellular","apr","tue",216,1,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",61,0
"Jove-Adult","technician","single","university.degree","no","yes","no","telephone","mar","fri",228,2,"No","nonexistent",-1.8,92.843,-50,1.531,5099.1,"yes",31,0
"Jove-Adult","services","married","basic","no","no","no","cellular","jul","wed",679,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",31,0
"Adult","admin.","married","high.school","no","no","no","telephone","oct","mon",312,1,"No","nonexistent",-0.1,93.798,-40.4,5,5195.8,"yes",48,0
"Jove-Adult","self-employed","single","university.degree","no","no","no","cellular","may","tue",612,1,"No","nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",36,0
"Adult","unemployed","married","basic","no","yes","no","cellular","apr","wed",104,1,"No","failure",-1.8,93.075,-47.1,1.405,5099.1,"yes",64,1
"Adult","self-employed","married","basic","no","yes","no","cellular","may","mon",429,4,"No","failure",-1.8,92.893,-46.2,1.354,5099.1,"yes",57,1
"Jove-Adult","technician","single","professional.course","no","yes","yes","cellular","mar","fri",544,3,"No","nonexistent",-1.8,92.843,-50,1.726,5099.1,"yes",34,0
"Jove-Adult","services","married","high.school",NA,"yes","no","telephone","may","thu",1263,2,"No","nonexistent",1.1,93.994,-36.4,4.86,5191,"yes",44,1
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","jul","tue",623,2,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",30,0
"Adult","management","married","basic",NA,"yes","yes","cellular","jul","fri",1041,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",53,1
"Jove-Adult","technician","single","university.degree","no","no","no","cellular","may","fri",199,1,"No","failure",-1.8,92.893,-46.2,1.259,5099.1,"yes",26,1
"Jove-Adult","self-employed","married","university.degree","no","yes","no","cellular","nov","tue",854,1,"No","nonexistent",-0.1,93.2,-42,4.153,5195.8,"yes",41,0
"Jove-Adult","technician","single","university.degree","no","no","yes","cellular","jul","tue",1082,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",34,0
"Jove-Adult","admin.","single","high.school","no","yes","no","cellular","may","mon",158,2,"No","nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes",30,0
"Adult","technician","married","professional.course","no","yes","yes","cellular","apr","thu",200,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",51,0
"Adult","management","married","basic","no","yes","no","telephone","jun","tue",941,3,"No","nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes",56,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","may","mon",643,1,"No","nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",28,0
"Adult","unemployed","divorced","professional.course","no","no","no","cellular","apr","thu",430,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",58,0
"Adult","technician","married","basic","no","no","no","cellular","nov","fri",705,1,"No","nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",50,0
"Adult","technician","married","basic","no","no","no","telephone","jun","mon",1049,6,"No","nonexistent",1.4,94.465,-41.8,4.947,5228.1,"yes",53,0
"Jove-Adult","technician","single","university.degree","no","yes","no","cellular","may","mon",1514,1,"No","failure",-1.8,92.893,-46.2,1.299,5099.1,"yes",31,1
"Jove-Adult","services","married","high.school","no","yes","no","cellular","may","fri",324,1,"No","failure",-1.8,92.893,-46.2,1.259,5099.1,"yes",38,1
"Jove-Adult","technician","single","university.degree","no","yes","no","cellular","aug","tue",290,9,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",31,0
"Adult","management","married","university.degree","no","no","yes","cellular","nov","fri",591,1,"No","failure",-0.1,93.2,-42,4.021,5195.8,"yes",48,1
"Adult","management","divorced","university.degree",NA,"no","no","telephone","apr","mon",475,6,"No","failure",-1.8,93.075,-47.1,1.466,5099.1,"yes",50,2
"Jove-Adult","admin.","single","high.school","no","yes","no","cellular","may","fri",655,2,"No","nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",34,0
"Jove-Adult","admin.","single","university.degree","no","no","no","cellular","apr","thu",800,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",29,0
"Jove-Adult","blue-collar","married","basic","no","no","yes","telephone","may","wed",795,1,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",31,0
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","may","mon",653,1,"No","nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",27,0
"Jove-Adult","technician","married","professional.course","no","no","no","cellular","may","thu",347,2,"No","failure",-1.8,92.893,-46.2,1.327,5099.1,"yes",27,1
"Jove","blue-collar","single","basic","no","yes","no","telephone","may","wed",1681,1,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",25,0
"Jove-Adult","services","married","basic",NA,"yes","no","cellular","may","fri",679,1,"No","failure",-1.8,92.893,-46.2,1.25,5099.1,"yes",37,2
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","jul","fri",743,2.61892277880735,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",39,1
"Jove-Adult","technician","divorced","professional.course","no","no","no","telephone","may","mon",1218,3,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",33,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","jun","thu",701,1,"No","nonexistent",1.4,94.465,-41.8,4.866,5228.1,"yes",59,3
"Jove-Adult","technician","married","professional.course","no","yes","no","cellular","jul","thu",255,1,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",32,0
"Adult","blue-collar","married","basic","no","no","no","cellular","may","thu",532,2,"Yes","success",-1.8,92.893,-46.2,1.266,5099.1,"yes",54,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","apr","thu",970,1,"No","failure",-1.8,93.075,-47.1,1.365,5099.1,"yes",36,1
"Adult","blue-collar","divorced","basic","no","yes","no","cellular","jul","tue",648,2,"No","nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",53,0
"Jove-Adult","admin.","single","high.school","no","no","no","cellular","may","wed",439,1,"Yes","success",-1.8,92.893,-46.2,1.27,5099.1,"yes",31,0
"Jove-Adult","self-employed","married","basic",NA,"yes","no","telephone","may","thu",733,1,"No","nonexistent",1.1,93.994,-36.4,4.86,5191,"yes",28,1
"Jove-Adult","blue-collar","divorced","basic","no","yes","no","cellular","jul","thu",1491,2,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",34,0
"Jove-Adult","admin.","divorced","university.degree","no","yes","no","cellular","may","tue",918,1,"No","nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",37,0
"Jove-Adult","technician","married","high.school","no","yes","no","cellular","jul","wed",761,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",42,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","cellular","may","fri",662,1,"Yes","success",-1.8,92.893,-46.2,1.313,5099.1,"yes",35,0
"Jove-Adult","technician","married","basic","no","yes","no","cellular","may","tue",500,2,"No","nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes",32,0
"Jove-Adult","blue-collar","divorced","basic",NA,"no","no","telephone","may","thu",1867,6,"No","nonexistent",1.1,93.994,-36.4,4.86,5191,"yes",33,1
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","mar","mon",175,5,"No","nonexistent",-1.8,92.843,-50,1.811,5099.1,"yes",26,0
"Jove-Adult","technician","married","university.degree","no","yes","yes","telephone","may","tue",845,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",45,0
"Adult","technician","divorced","university.degree",NA,"yes","no","telephone","jul","fri",1946,4,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",46,1
"Jove-Adult","management","married","university.degree","no","yes","no","cellular","aug","tue",696,1,"No","nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",35,2
"Jove-Adult","technician","single","high.school","no","yes","yes","cellular","aug","wed",763,1,"No","nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes",37,0
"Jove-Adult","admin.","married","high.school",NA,"yes","no","cellular","apr","thu",648,1,"No","nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",30,1
"Adult","technician","divorced","high.school","no","no","yes","cellular","apr","thu",306,2,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",51,0
"Jove-Adult","services","married","high.school",NA,"no","no","cellular","may","mon",642,3,"Yes","success",-1.8,92.893,-46.2,1.244,5099.1,"yes",32,1
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","aug","fri",507,2,"No","nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",45,0
"Gran","unemployed","single","basic","no","yes","no","cellular","apr","thu",416,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",66,0
"Adult","management","married","university.degree",NA,"yes","no","cellular","aug","mon",699,4,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",50,1
"Jove-Adult","admin.","married","university.degree","no","yes","yes","cellular","apr","wed",245,1,"No","nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes",29,0
"Jove-Adult","technician","divorced","professional.course","no","no","no","cellular","aug","fri",780,2,"No","nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",37,0
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","may","wed",366,3,"No","failure",-1.8,92.893,-46.2,1.281,5099.1,"yes",29,1
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","oct","fri",270,1,"No","nonexistent",-0.1,93.798,-40.4,5.045,5195.8,"yes",39,0
"Jove-Adult","self-employed","divorced","university.degree","no","no","yes","cellular","jul","mon",890,4,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",45,0
"Jove","unemployed","single","high.school",NA,"no","no","telephone","may","wed",694,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",25,1
"Jove-Adult","services","divorced","high.school","no","yes","no","telephone","may","thu",985,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"yes",41,0
"Jove-Adult","unemployed","single","high.school","no","yes","no","cellular","nov","wed",993,1,"No","nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",29,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","apr","thu",483,1,"Yes","success",-1.8,93.075,-47.1,1.365,5099.1,"yes",36,0
"Jove-Adult","blue-collar","divorced","basic",NA,"yes","no","cellular","may","wed",333,1,"No","nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",39,1
"Jove-Adult","self-employed","married","university.degree","no","yes","no","cellular","may","mon",414,2,"No","failure",-1.8,92.893,-46.2,1.264,5099.1,"yes",36,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","may","thu",1262,3,"No","nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes",35,1
"Adult","admin.","married","university.degree","no","yes","yes","cellular","apr","thu",266,5,"No","nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"yes",61,0
"Jove-Adult","management","single","university.degree","no","yes","no","cellular","apr","fri",709,1,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",32,0
"Jove-Adult","self-employed","single","university.degree","no","yes","no","cellular","apr","thu",465,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",37,0
"Adult","blue-collar","married","basic","no","no","no","cellular","jul","mon",1130,3,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",50,0
"Adult","blue-collar","married","basic","no","yes","no","cellular","aug","mon",917,2,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",52,0
"Adult","unemployed","married","high.school",NA,"yes","no","telephone","may","fri",597,6,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",60,1
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","may","fri",670,4,"No","failure",-1.8,92.893,-46.2,1.25,5099.1,"yes",27,1
"Jove-Adult","blue-collar","married","basic",NA,"no","no","cellular","jul","tue",560,1,"No","nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",35,2
"Jove-Adult","management","single","university.degree","no","no","no","cellular","mar","thu",139,1,"No","nonexistent",-1.8,92.843,-50,1.65,5099.1,"yes",26,0
"Jove-Adult","services","single","basic","no","yes","no","cellular","jul","thu",753,2,"No","nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes",31,0
"Jove-Adult","technician","single","university.degree","no","yes","yes","cellular","may","fri",437,3,"No","nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",29,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","jun","fri",1098,2,"No","nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes",42,1
"Jove-Adult","technician","married","university.degree",NA,"no","yes","telephone","jun","tue",1336,4,"No","nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes",45,1
"Jove-Adult","technician","single","high.school","no","no","no","cellular","aug","mon",638,4,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",30,0
"Adult","blue-collar","divorced","basic","no","yes","no","telephone","may","wed",543,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",57,0
"Jove-Adult","blue-collar","divorced","high.school","no","no","no","cellular","may","thu",307,1,"No","failure",-1.8,92.893,-46.2,1.266,5099.1,"yes",28,1
"Jove-Adult","blue-collar","divorced","basic","no","no","no","cellular","may","fri",667,3,"No","nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",29,0
"Adult","technician","divorced","professional.course","no","yes","no","cellular","may","mon",431,1,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",46,0
"Adult","self-employed","married","university.degree","no","no","yes","cellular","jul","thu",1441,2,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",57,0
"Adult","blue-collar","married","basic","no","yes","no","cellular","aug","mon",626,2,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",46,0
"Jove-Adult","blue-collar","single","basic","no","no","no","cellular","jul","thu",637,1,"No","nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes",28,1
"Jove-Adult","management","married","university.degree","no","yes","no","cellular","aug","tue",1735,4,"No","nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",45,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","nov","thu",871,5,"No","nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",42,0
"Jove-Adult","technician","single","university.degree","no","yes","no","cellular","mar","mon",120,3,"No","nonexistent",-1.8,92.843,-50,1.811,5099.1,"yes",28,0
"Adult","technician","married","high.school","no","no","no","cellular","jul","fri",590,8,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",60,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","may","mon",565,1,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",29,0
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","wed",860,2,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",30,0
"Jove-Adult","admin.","single","university.degree","no","yes","yes","telephone","may","wed",938,1,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",42,0
"Jove-Adult","unemployed","married","basic",NA,"yes","no","cellular","jul","fri",1689,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",40,1
"Jove-Adult","admin.","married","high.school","no","yes","yes","telephone","jul","wed",1089,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",37,0
"Jove-Adult","technician","divorced","high.school","no","no","no","cellular","nov","fri",635,1,"No","failure",-0.1,93.2,-42,4.021,5195.8,"yes",37,1
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","apr","wed",355,1,"No","nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes",33,0
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","aug","tue",618,2,"No","nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",40,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","apr","mon",1138,2,"No","failure",-1.8,93.075,-47.1,1.466,5099.1,"yes",37,1
"Jove-Adult","technician","married","professional.course","no","yes","no","cellular","aug","mon",479,1,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",38,0
"Jove-Adult","blue-collar","divorced","basic",NA,"yes","no","telephone","may","fri",618,2,"No","nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",43,1
"Adult","self-employed","married","university.degree","no","yes","no","cellular","nov","fri",528,1,"No","nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",53,0
"Jove-Adult","technician","single","professional.course","no","yes","no","cellular","aug","tue",935,1,"No","nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",31,0
"Jove-Adult","technician","single","university.degree","no","no","no","cellular","aug","tue",432,3,"No","nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",32,0
